TARGET_FID,Number_of_lanes,"Population,_2018","Households_(occupied_housing_units),_2018","Percent_of_zero-car_households_in_CBG,_2018","Total_employment,_2017"
724,3,4317,1790,0.011731844,2306
725,3,4317,1790,0.011731844,2306
726,2,4317,1790,0.011731844,2306
727,2,4317,1790,0.011731844,2306
728,2,4317,1790,0.011731844,2306
729,2,4317,1790,0.011731844,2306
730,2,4317,1790,0.011731844,2306
731,2,4317,1790,0.011731844,2306
732,2,4317,1790,0.011731844,2306
733,2,4317,1790,0.011731844,2306
734,2,4317,1790,0.011731844,2306
735,2,4317,1790,0.011731844,2306
736,2,4317,1790,0.011731844,2306
737,2,4317,1790,0.011731844,2306
738,2,4317,1790,0.011731844,2306
739,2,4317,1790,0.011731844,2306
740,2,4317,1790,0.011731844,2306
741,2,4317,1790,0.011731844,2306
742,2,4317,1790,0.011731844,2306
743,2,4317,1790,0.011731844,2306
744,2,4317,1790,0.011731844,2306
745,2,4317,1790,0.011731844,2306
746,2,4317,1790,0.011731844,2306
747,2,4317,1790,0.011731844,2306
748,2,4317,1790,0.011731844,2306
749,2,4317,1790,0.011731844,2306
750,2,4317,1790,0.011731844,2306
751,2,4317,1790,0.011731844,2306
752,2,4317,1790,0.011731844,2306
753,2,4317,1790,0.011731844,2306
754,2,4317,1790,0.011731844,2306
755,2,4317,1790,0.011731844,2306
756,3,4317,1790,0.011731844,2306
757,3,4317,1790,0.011731844,2306
758,2,4317,1790,0.011731844,2306
759,2,4317,1790,0.011731844,2306
760,2,4317,1790,0.011731844,2306
761,2,4317,1790,0.011731844,2306
762,2,4317,1790,0.011731844,2306
763,2,4317,1790,0.011731844,2306
764,2,4317,1790,0.011731844,2306
765,2,4317,1790,0.011731844,2306
766,2,4317,1790,0.011731844,2306
767,2,4317,1790,0.011731844,2306
768,2,4317,1790,0.011731844,2306
769,2,4317,1790,0.011731844,2306
770,2,4317,1790,0.011731844,2306
771,2,4317,1790,0.011731844,2306
772,2,4317,1790,0.011731844,2306
773,2,4317,1790,0.011731844,2306
774,2,4317,1790,0.011731844,2306
775,2,4317,1790,0.011731844,2306
776,2,4317,1790,0.011731844,2306
777,2,4317,1790,0.011731844,2306
778,2,4317,1790,0.011731844,2306
779,2,4317,1790,0.011731844,2306
780,2,4317,1790,0.011731844,2306
781,2,4317,1790,0.011731844,2306
782,2,4317,1790,0.011731844,2306
783,2,4317,1790,0.011731844,2306
784,3,4317,1790,0.011731844,2306
785,2,4317,1790,0.011731844,2306
786,2,4317,1790,0.011731844,2306
787,2,4317,1790,0.011731844,2306
788,2,4317,1790,0.011731844,2306
789,2,4317,1790,0.011731844,2306
790,2,4317,1790,0.011731844,2306
791,2,4317,1790,0.011731844,2306
792,2,4317,1790,0.011731844,2306
793,2,4317,1790,0.011731844,2306
794,2,4317,1790,0.011731844,2306
795,2,4317,1790,0.011731844,2306
796,2,4317,1790,0.011731844,2306
797,2,4317,1790,0.011731844,2306
798,2,4317,1790,0.011731844,2306
799,2,4317,1790,0.011731844,2306
800,2,4317,1790,0.011731844,2306
801,2,4317,1790,0.011731844,2306
802,2,4317,1790,0.011731844,2306
803,2,4317,1790,0.011731844,2306
804,2,4317,1790,0.011731844,2306
805,2,4317,1790,0.011731844,2306
806,2,4317,1790,0.011731844,2306
807,2,4317,1790,0.011731844,2306
808,2,4317,1790,0.011731844,2306
809,2,4317,1790,0.011731844,2306
810,2,4317,1790,0.011731844,2306
811,2,4317,1790,0.011731844,2306
812,2,4317,1790,0.011731844,2306
813,2,4317,1790,0.011731844,2306
814,2,4317,1790,0.011731844,2306
815,2,4317,1790,0.011731844,2306
816,2,4317,1790,0.011731844,2306
817,2,4317,1790,0.011731844,2306
818,2,4317,1790,0.011731844,2306
819,2,4317,1790,0.011731844,2306
820,2,4317,1790,0.011731844,2306
821,2,4317,1790,0.011731844,2306
822,2,4317,1790,0.011731844,2306
823,2,4317,1790,0.011731844,2306
824,2,4317,1790,0.011731844,2306
825,2,4317,1790,0.011731844,2306
826,2,4317,1790,0.011731844,2306
827,2,4317,1790,0.011731844,2306
828,2,4317,1790,0.011731844,2306
829,2,4317,1790,0.011731844,2306
830,2,4317,1790,0.011731844,2306
831,2,4317,1790,0.011731844,2306
832,2,4317,1790,0.011731844,2306
833,2,4317,1790,0.011731844,2306
834,2,4317,1790,0.011731844,2306
835,3,4317,1790,0.011731844,2306
836,2,4317,1790,0.011731844,2306
837,3,4317,1790,0.011731844,2306
838,2,4317,1790,0.011731844,2306
839,2,4317,1790,0.011731844,2306
840,2,4317,1790,0.011731844,2306
841,2,4317,1790,0.011731844,2306
842,2,4317,1790,0.011731844,2306
843,2,4317,1790,0.011731844,2306
844,2,4317,1790,0.011731844,2306
845,2,4317,1790,0.011731844,2306
846,2,4317,1790,0.011731844,2306
847,2,4317,1790,0.011731844,2306
848,2,4317,1790,0.011731844,2306
849,2,4317,1790,0.011731844,2306
850,2,4317,1790,0.011731844,2306
851,2,4317,1790,0.011731844,2306
852,2,4317,1790,0.011731844,2306
853,2,4317,1790,0.011731844,2306
854,2,4317,1790,0.011731844,2306
855,2,4317,1790,0.011731844,2306
856,2,4317,1790,0.011731844,2306
857,2,4317,1790,0.011731844,2306
858,2,4317,1790,0.011731844,2306
859,2,4317,1790,0.011731844,2306
860,2,4317,1790,0.011731844,2306
861,2,4317,1790,0.011731844,2306
862,2,4317,1790,0.011731844,2306
863,2,4317,1790,0.011731844,2306
864,2,4317,1790,0.011731844,2306
865,2,4317,1790,0.011731844,2306
866,2,4317,1790,0.011731844,2306
867,2,4317,1790,0.011731844,2306
868,2,4317,1790,0.011731844,2306
869,2,4317,1790,0.011731844,2306
870,2,4317,1790,0.011731844,2306
871,2,4317,1790,0.011731844,2306
872,2,4317,1790,0.011731844,2306
873,2,4317,1790,0.011731844,2306
874,3,4317,1790,0.011731844,2306
875,2,4317,1790,0.011731844,2306
876,2,4317,1790,0.011731844,2306
877,2,4317,1790,0.011731844,2306
878,2,4317,1790,0.011731844,2306
879,2,4317,1790,0.011731844,2306
880,2,4317,1790,0.011731844,2306
881,2,4317,1790,0.011731844,2306
882,2,4317,1790,0.011731844,2306
883,3,4317,1790,0.011731844,2306
884,2,4317,1790,0.011731844,2306
885,3,4317,1790,0.011731844,2306
886,3,4317,1790,0.011731844,2306
887,3,4317,1790,0.011731844,2306
888,2,4317,1790,0.011731844,2306
889,2,4317,1790,0.011731844,2306
890,2,4317,1790,0.011731844,2306
891,2,4317,1790,0.011731844,2306
892,2,4317,1790,0.011731844,2306
893,2,4317,1790,0.011731844,2306
894,2,4317,1790,0.011731844,2306
895,2,4317,1790,0.011731844,2306
896,2,4317,1790,0.011731844,2306
897,2,4317,1790,0.011731844,2306
898,2,969,521,0.015355086,514
899,2,4317,1790,0.011731844,2306
900,2,4317,1790,0.011731844,2306
901,2,4317,1790,0.011731844,2306
902,2,4317,1790,0.011731844,2306
903,2,4317,1790,0.011731844,2306
904,2,4317,1790,0.011731844,2306
905,1,4317,1790,0.011731844,2306
906,1,4317,1790,0.011731844,2306
907,3,4317,1790,0.011731844,2306
908,2,4317,1790,0.011731844,2306
909,2,4317,1790,0.011731844,2306
910,2,4317,1790,0.011731844,2306
911,2,4317,1790,0.011731844,2306
912,2,4317,1790,0.011731844,2306
913,2,4317,1790,0.011731844,2306
914,2,4317,1790,0.011731844,2306
915,2,4317,1790,0.011731844,2306
916,2,4317,1790,0.011731844,2306
917,2,4317,1790,0.011731844,2306
918,2,4317,1790,0.011731844,2306
919,2,4317,1790,0.011731844,2306
920,2,4317,1790,0.011731844,2306
921,2,4317,1790,0.011731844,2306
922,2,4317,1790,0.011731844,2306
923,2,4317,1790,0.011731844,2306
924,2,4317,1790,0.011731844,2306
925,2,4317,1790,0.011731844,2306
926,2,4317,1790,0.011731844,2306
927,2,4317,1790,0.011731844,2306
928,2,4317,1790,0.011731844,2306
929,2,4317,1790,0.011731844,2306
930,2,4317,1790,0.011731844,2306
931,2,4317,1790,0.011731844,2306
932,2,4317,1790,0.011731844,2306
933,2,4317,1790,0.011731844,2306
934,2,4317,1790,0.011731844,2306
935,2,4317,1790,0.011731844,2306
936,2,4317,1790,0.011731844,2306
937,2,4317,1790,0.011731844,2306
938,2,4317,1790,0.011731844,2306
939,2,4317,1790,0.011731844,2306
940,2,4317,1790,0.011731844,2306
941,2,4317,1790,0.011731844,2306
942,2,4317,1790,0.011731844,2306
943,2,4317,1790,0.011731844,2306
944,2,4317,1790,0.011731844,2306
945,2,4317,1790,0.011731844,2306
946,2,4317,1790,0.011731844,2306
947,2,4317,1790,0.011731844,2306
948,2,4317,1790,0.011731844,2306
949,2,4317,1790,0.011731844,2306
950,2,4317,1790,0.011731844,2306
951,2,4317,1790,0.011731844,2306
952,2,4317,1790,0.011731844,2306
953,2,4317,1790,0.011731844,2306
954,2,4317,1790,0.011731844,2306
955,2,4317,1790,0.011731844,2306
956,2,4317,1790,0.011731844,2306
957,2,4317,1790,0.011731844,2306
958,2,4317,1790,0.011731844,2306
959,2,4317,1790,0.011731844,2306
960,2,4317,1790,0.011731844,2306
961,2,4317,1790,0.011731844,2306
962,3,4317,1790,0.011731844,2306
963,2,4317,1790,0.011731844,2306
964,2,4317,1790,0.011731844,2306
965,2,4317,1790,0.011731844,2306
966,2,4317,1790,0.011731844,2306
967,2,4317,1790,0.011731844,2306
968,2,4317,1790,0.011731844,2306
969,2,4317,1790,0.011731844,2306
970,2,4317,1790,0.011731844,2306
971,2,4317,1790,0.011731844,2306
972,2,4317,1790,0.011731844,2306
973,2,4317,1790,0.011731844,2306
974,2,4317,1790,0.011731844,2306
975,2,4317,1790,0.011731844,2306
976,2,4317,1790,0.011731844,2306
977,2,4317,1790,0.011731844,2306
978,2,4317,1790,0.011731844,2306
979,2,4317,1790,0.011731844,2306
980,2,4317,1790,0.011731844,2306
981,2,4317,1790,0.011731844,2306
982,2,4317,1790,0.011731844,2306
983,2,4317,1790,0.011731844,2306
984,2,4317,1790,0.011731844,2306
985,2,1591,692,0.147398844,5478
986,2,4317,1790,0.011731844,2306
987,2,4317,1790,0.011731844,2306
988,2,4317,1790,0.011731844,2306
989,2,1591,692,0.147398844,5478
990,2,1591,692,0.147398844,5478
991,2,4317,1790,0.011731844,2306
992,2,4317,1790,0.011731844,2306
993,2,2019,703,0.011379801,194
994,2,2019,703,0.011379801,194
995,2,2675,1006,0.015904573,2428
996,2,2675,1006,0.015904573,2428
997,2,4317,1790,0.011731844,2306
998,2,4317,1790,0.011731844,2306
999,2,4317,1790,0.011731844,2306
1000,2,4317,1790,0.011731844,2306
1001,2,4317,1790,0.011731844,2306
1002,2,4317,1790,0.011731844,2306
1003,2,4317,1790,0.011731844,2306
1004,2,4317,1790,0.011731844,2306
1005,2,4317,1790,0.011731844,2306
1006,2,2046,803,0,596
1007,2,4317,1790,0.011731844,2306
1008,2,4317,1790,0.011731844,2306
1009,2,4317,1790,0.011731844,2306
1010,2,4317,1790,0.011731844,2306
1011,2,4317,1790,0.011731844,2306
1012,6,4317,1790,0.011731844,2306
1013,2,4317,1790,0.011731844,2306
1014,2,4317,1790,0.011731844,2306
1015,2,4317,1790,0.011731844,2306
1016,2,4317,1790,0.011731844,2306
1017,2,4317,1790,0.011731844,2306
1018,3,4317,1790,0.011731844,2306
1019,2,4317,1790,0.011731844,2306
1020,2,4317,1790,0.011731844,2306
1021,2,4317,1790,0.011731844,2306
1022,2,4317,1790,0.011731844,2306
1023,2,4317,1790,0.011731844,2306
1024,2,4317,1790,0.011731844,2306
1025,2,4317,1790,0.011731844,2306
1026,2,4317,1790,0.011731844,2306
1027,2,4317,1790,0.011731844,2306
1028,2,4317,1790,0.011731844,2306
1029,2,4317,1790,0.011731844,2306
1030,6,4317,1790,0.011731844,2306
1031,2,4317,1790,0.011731844,2306
1032,2,4317,1790,0.011731844,2306
1033,2,4317,1790,0.011731844,2306
1034,2,4317,1790,0.011731844,2306
1035,2,4317,1790,0.011731844,2306
1036,3,2046,803,0,596
1037,2,2046,803,0,596
1038,2,4317,1790,0.011731844,2306
1039,2,4317,1790,0.011731844,2306
1040,2,4317,1790,0.011731844,2306
1041,3,4317,1790,0.011731844,2306
1042,2,4317,1790,0.011731844,2306
1043,2,4317,1790,0.011731844,2306
1044,2,4317,1790,0.011731844,2306
1045,2,4317,1790,0.011731844,2306
1046,2,4317,1790,0.011731844,2306
1047,2,4317,1790,0.011731844,2306
1048,2,4317,1790,0.011731844,2306
1049,2,4317,1790,0.011731844,2306
1050,2,4317,1790,0.011731844,2306
1051,2,4317,1790,0.011731844,2306
1052,2,4317,1790,0.011731844,2306
1053,2,4317,1790,0.011731844,2306
1054,2,4317,1790,0.011731844,2306
1055,3,4317,1790,0.011731844,2306
1056,3,4317,1790,0.011731844,2306
1057,3,4317,1790,0.011731844,2306
1058,2,4317,1790,0.011731844,2306
1059,4,1551,643,0,328
1060,2,4317,1790,0.011731844,2306
1061,2,4317,1790,0.011731844,2306
1062,2,4317,1790,0.011731844,2306
1063,2,4317,1790,0.011731844,2306
1064,2,4317,1790,0.011731844,2306
1065,2,1551,643,0,328
1066,2,4317,1790,0.011731844,2306
1067,2,2046,803,0,596
1068,2,2046,803,0,596
1069,2,2046,803,0,596
1070,2,1655,626,0.028753994,853
1071,1,1551,643,0,328
1072,1,1551,643,0,328
1073,2,4317,1790,0.011731844,2306
1074,2,4317,1790,0.011731844,2306
1075,2,4317,1790,0.011731844,2306
1076,2,4317,1790,0.011731844,2306
1077,2,4317,1790,0.011731844,2306
1078,2,4317,1790,0.011731844,2306
1079,2,4317,1790,0.011731844,2306
1080,2,4317,1790,0.011731844,2306
1081,2,4317,1790,0.011731844,2306
1082,2,4317,1790,0.011731844,2306
1083,2,4317,1790,0.011731844,2306
1084,2,4317,1790,0.011731844,2306
1085,2,4317,1790,0.011731844,2306
1086,2,4317,1790,0.011731844,2306
1087,2,4317,1790,0.011731844,2306
1088,2,4317,1790,0.011731844,2306
1089,2,4317,1790,0.011731844,2306
1090,2,4317,1790,0.011731844,2306
1091,2,4317,1790,0.011731844,2306
1092,2,4317,1790,0.011731844,2306
1093,2,4317,1790,0.011731844,2306
1094,2,4317,1790,0.011731844,2306
1095,2,4317,1790,0.011731844,2306
1096,2,4317,1790,0.011731844,2306
1097,2,4317,1790,0.011731844,2306
1098,2,4317,1790,0.011731844,2306
1099,2,4317,1790,0.011731844,2306
1100,2,4317,1790,0.011731844,2306
1101,2,4317,1790,0.011731844,2306
1102,2,4317,1790,0.011731844,2306
1103,2,4317,1790,0.011731844,2306
1104,2,4317,1790,0.011731844,2306
1105,2,4317,1790,0.011731844,2306
1106,2,4317,1790,0.011731844,2306
1107,2,4317,1790,0.011731844,2306
1108,2,4317,1790,0.011731844,2306
1109,2,4317,1790,0.011731844,2306
1110,1,4317,1790,0.011731844,2306
1111,2,4317,1790,0.011731844,2306
1112,2,4317,1790,0.011731844,2306
1113,2,4317,1790,0.011731844,2306
1114,2,4317,1790,0.011731844,2306
1115,2,4317,1790,0.011731844,2306
1116,2,4317,1790,0.011731844,2306
1117,2,4317,1790,0.011731844,2306
1118,2,4317,1790,0.011731844,2306
1119,2,4317,1790,0.011731844,2306
1120,2,4317,1790,0.011731844,2306
1121,2,4317,1790,0.011731844,2306
1122,2,4317,1790,0.011731844,2306
1123,3,4317,1790,0.011731844,2306
1124,2,4317,1790,0.011731844,2306
1125,2,4317,1790,0.011731844,2306
1126,2,4317,1790,0.011731844,2306
1127,2,4317,1790,0.011731844,2306
1128,2,4317,1790,0.011731844,2306
1129,2,4317,1790,0.011731844,2306
1130,2,4317,1790,0.011731844,2306
1131,2,4317,1790,0.011731844,2306
1132,2,4317,1790,0.011731844,2306
1133,2,4317,1790,0.011731844,2306
1134,2,4317,1790,0.011731844,2306
1135,2,4317,1790,0.011731844,2306
1136,2,4317,1790,0.011731844,2306
1137,2,4317,1790,0.011731844,2306
1138,2,4317,1790,0.011731844,2306
1139,2,4317,1790,0.011731844,2306
1140,2,4317,1790,0.011731844,2306
1141,2,4317,1790,0.011731844,2306
1142,2,4317,1790,0.011731844,2306
1143,2,4317,1790,0.011731844,2306
1144,2,4317,1790,0.011731844,2306
1145,2,4317,1790,0.011731844,2306
1146,2,4317,1790,0.011731844,2306
1147,2,4317,1790,0.011731844,2306
1148,2,4317,1790,0.011731844,2306
1149,2,4317,1790,0.011731844,2306
1150,2,4317,1790,0.011731844,2306
1151,2,4317,1790,0.011731844,2306
1152,2,4317,1790,0.011731844,2306
1153,2,4317,1790,0.011731844,2306
1154,2,4317,1790,0.011731844,2306
1155,2,4317,1790,0.011731844,2306
1156,2,4317,1790,0.011731844,2306
1157,2,4317,1790,0.011731844,2306
1158,2,4317,1790,0.011731844,2306
1159,2,4317,1790,0.011731844,2306
1160,2,4317,1790,0.011731844,2306
1161,2,4317,1790,0.011731844,2306
1162,2,4317,1790,0.011731844,2306
1163,2,4317,1790,0.011731844,2306
1164,2,4317,1790,0.011731844,2306
1165,2,4317,1790,0.011731844,2306
1166,2,4317,1790,0.011731844,2306
1167,2,4317,1790,0.011731844,2306
1168,2,4317,1790,0.011731844,2306
1169,2,4317,1790,0.011731844,2306
1170,2,4317,1790,0.011731844,2306
1171,2,4317,1790,0.011731844,2306
1172,2,4317,1790,0.011731844,2306
1173,2,4317,1790,0.011731844,2306
1174,2,4317,1790,0.011731844,2306
1175,2,4317,1790,0.011731844,2306
1176,2,4317,1790,0.011731844,2306
1177,2,4317,1790,0.011731844,2306
1178,2,4317,1790,0.011731844,2306
1179,2,4317,1790,0.011731844,2306
1180,2,4317,1790,0.011731844,2306
1181,2,4317,1790,0.011731844,2306
1182,2,4317,1790,0.011731844,2306
1183,2,4317,1790,0.011731844,2306
1184,2,4317,1790,0.011731844,2306
1185,2,4317,1790,0.011731844,2306
1186,2,4317,1790,0.011731844,2306
1187,2,4317,1790,0.011731844,2306
1188,2,4317,1790,0.011731844,2306
1189,2,4317,1790,0.011731844,2306
1190,2,4317,1790,0.011731844,2306
1191,2,4317,1790,0.011731844,2306
1192,2,4317,1790,0.011731844,2306
1193,2,4317,1790,0.011731844,2306
1194,2,4317,1790,0.011731844,2306
1195,2,4317,1790,0.011731844,2306
1196,2,4317,1790,0.011731844,2306
1197,2,4317,1790,0.011731844,2306
1198,2,4317,1790,0.011731844,2306
1199,2,4317,1790,0.011731844,2306
1200,2,4317,1790,0.011731844,2306
1201,2,4317,1790,0.011731844,2306
1202,2,4317,1790,0.011731844,2306
1203,2,4317,1790,0.011731844,2306
1204,2,4317,1790,0.011731844,2306
1205,2,4317,1790,0.011731844,2306
1206,2,4317,1790,0.011731844,2306
1207,2,4317,1790,0.011731844,2306
1208,3,4317,1790,0.011731844,2306
1209,2,4317,1790,0.011731844,2306
1210,2,4317,1790,0.011731844,2306
1211,2,4317,1790,0.011731844,2306
1212,2,4317,1790,0.011731844,2306
1213,2,4317,1790,0.011731844,2306
1214,2,4317,1790,0.011731844,2306
1215,1,4317,1790,0.011731844,2306
1216,2,4317,1790,0.011731844,2306
1217,2,4317,1790,0.011731844,2306
1218,2,4317,1790,0.011731844,2306
1219,2,4317,1790,0.011731844,2306
1220,2,4317,1790,0.011731844,2306
1221,2,2046,803,0,596
1222,2,2046,803,0,596
1223,2,4317,1790,0.011731844,2306
1224,2,4317,1790,0.011731844,2306
1225,2,2046,803,0,596
1226,2,2046,803,0,596
1227,2,4317,1790,0.011731844,2306
1228,2,4317,1790,0.011731844,2306
1229,2,4317,1790,0.011731844,2306
1230,2,4317,1790,0.011731844,2306
1231,2,4317,1790,0.011731844,2306
1232,2,4317,1790,0.011731844,2306
1233,2,4317,1790,0.011731844,2306
1234,2,4317,1790,0.011731844,2306
1235,2,4317,1790,0.011731844,2306
1236,2,4317,1790,0.011731844,2306
1237,2,4317,1790,0.011731844,2306
1238,2,4317,1790,0.011731844,2306
1239,2,2046,803,0,596
1240,2,4317,1790,0.011731844,2306
1241,2,4317,1790,0.011731844,2306
1242,2,4317,1790,0.011731844,2306
1243,2,4317,1790,0.011731844,2306
1244,2,4317,1790,0.011731844,2306
1245,2,4317,1790,0.011731844,2306
1246,2,4317,1790,0.011731844,2306
1247,2,4317,1790,0.011731844,2306
1248,2,4317,1790,0.011731844,2306
1249,2,4317,1790,0.011731844,2306
1250,2,4317,1790,0.011731844,2306
1251,2,4317,1790,0.011731844,2306
1252,2,4317,1790,0.011731844,2306
1253,2,4317,1790,0.011731844,2306
1254,2,4317,1790,0.011731844,2306
1255,2,4317,1790,0.011731844,2306
1256,2,4317,1790,0.011731844,2306
1257,2,4317,1790,0.011731844,2306
1258,2,4317,1790,0.011731844,2306
1259,2,4317,1790,0.011731844,2306
1260,2,4317,1790,0.011731844,2306
1261,2,4317,1790,0.011731844,2306
1262,2,4317,1790,0.011731844,2306
1263,2,4317,1790,0.011731844,2306
1264,2,4317,1790,0.011731844,2306
1265,2,4317,1790,0.011731844,2306
1266,2,4317,1790,0.011731844,2306
1267,2,4317,1790,0.011731844,2306
1268,2,4317,1790,0.011731844,2306
1269,2,4317,1790,0.011731844,2306
1270,2,4317,1790,0.011731844,2306
1271,2,4317,1790,0.011731844,2306
1272,2,4317,1790,0.011731844,2306
1273,2,4317,1790,0.011731844,2306
1274,2,4317,1790,0.011731844,2306
1275,2,4317,1790,0.011731844,2306
1276,2,4317,1790,0.011731844,2306
1277,2,4317,1790,0.011731844,2306
1278,2,4317,1790,0.011731844,2306
1279,2,4317,1790,0.011731844,2306
1280,2,4317,1790,0.011731844,2306
1281,3,4317,1790,0.011731844,2306
1282,2,4317,1790,0.011731844,2306
1283,2,4317,1790,0.011731844,2306
1284,2,4317,1790,0.011731844,2306
1285,2,2464,973,0.007194245,495
1286,1,4317,1790,0.011731844,2306
1287,2,4317,1790,0.011731844,2306
1288,2,4317,1790,0.011731844,2306
1289,2,4317,1790,0.011731844,2306
1290,2,1551,643,0,328
1291,2,2464,973,0.007194245,495
1292,2,4317,1790,0.011731844,2306
1293,2,4317,1790,0.011731844,2306
1294,2,4317,1790,0.011731844,2306
1295,2,4317,1790,0.011731844,2306
1296,2,4317,1790,0.011731844,2306
1297,2,1551,643,0,328
1298,2,4317,1790,0.011731844,2306
1299,2,4317,1790,0.011731844,2306
1300,2,4317,1790,0.011731844,2306
1301,1,4317,1790,0.011731844,2306
1302,2,4317,1790,0.011731844,2306
1303,2,4317,1790,0.011731844,2306
1304,2,4317,1790,0.011731844,2306
1305,2,4317,1790,0.011731844,2306
1306,2,4317,1790,0.011731844,2306
1307,2,4317,1790,0.011731844,2306
1308,2,4317,1790,0.011731844,2306
1309,2,4317,1790,0.011731844,2306
1310,2,4317,1790,0.011731844,2306
1311,2,4317,1790,0.011731844,2306
1312,2,4317,1790,0.011731844,2306
1313,2,4317,1790,0.011731844,2306
1314,2,4317,1790,0.011731844,2306
1315,2,4317,1790,0.011731844,2306
1316,2,4317,1790,0.011731844,2306
1317,2,4317,1790,0.011731844,2306
1318,2,4317,1790,0.011731844,2306
1319,2,4317,1790,0.011731844,2306
1320,2,4317,1790,0.011731844,2306
1321,2,4317,1790,0.011731844,2306
1322,2,4317,1790,0.011731844,2306
1323,2,4317,1790,0.011731844,2306
1324,2,4317,1790,0.011731844,2306
1325,2,4317,1790,0.011731844,2306
1326,2,4317,1790,0.011731844,2306
1327,2,4317,1790,0.011731844,2306
1328,2,4317,1790,0.011731844,2306
1329,2,4317,1790,0.011731844,2306
1330,2,4317,1790,0.011731844,2306
1331,2,4317,1790,0.011731844,2306
1332,2,4317,1790,0.011731844,2306
1333,2,4317,1790,0.011731844,2306
1334,2,4317,1790,0.011731844,2306
1335,2,4317,1790,0.011731844,2306
1336,2,4317,1790,0.011731844,2306
1337,2,4317,1790,0.011731844,2306
1338,2,4317,1790,0.011731844,2306
1339,2,4317,1790,0.011731844,2306
1340,2,4317,1790,0.011731844,2306
1341,2,4317,1790,0.011731844,2306
1342,2,4317,1790,0.011731844,2306
1343,2,4317,1790,0.011731844,2306
1344,2,4317,1790,0.011731844,2306
1345,2,4317,1790,0.011731844,2306
1346,2,4317,1790,0.011731844,2306
1347,2,4317,1790,0.011731844,2306
1348,2,4317,1790,0.011731844,2306
1349,2,4317,1790,0.011731844,2306
1350,2,4317,1790,0.011731844,2306
1351,2,4317,1790,0.011731844,2306
1352,2,4317,1790,0.011731844,2306
1353,2,4317,1790,0.011731844,2306
1354,2,4317,1790,0.011731844,2306
1355,2,4317,1790,0.011731844,2306
1356,2,4317,1790,0.011731844,2306
1357,2,4317,1790,0.011731844,2306
1358,2,4317,1790,0.011731844,2306
1359,2,4317,1790,0.011731844,2306
1360,2,4317,1790,0.011731844,2306
1361,2,4317,1790,0.011731844,2306
1362,2,4317,1790,0.011731844,2306
1363,2,4317,1790,0.011731844,2306
1364,2,1551,643,0,328
1365,2,2464,973,0.007194245,495
